Date,SWE (in),Snow Depth (in),Precipitation (in),Air Temp (degF),Air Temp Max (degF),Air Temp Min (degF),Air Temp Avg (degF)
1/31/05,20.4,,17.7,14,33,4,18
2/1/05,20.7,,17.7,17,36,-2,15
2/2/05,20.6,,17.9,-2,38,-5,12
2/3/05,20.6,,17.9,7,45,5,19
2/4/05,20.6,,17.9,5,49,0,20
2/5/05,20.7,,17.9,15,44,11,23
2/6/05,20.8,,18,16,42,13,23
2/7/05,21.2,,18.1,19,33,13,21
2/8/05,21.9,,18.5,14,37,-2,15
2/9/05,21.8,,18.6,-2,41,-3,13
2/10/05,21.9,,18.7,7,48,6,26
2/11/05,22,,18.8,24,44,22,30
2/12/05,22.3,,19.1,30,42,24,31
2/13/05,22.7,,19.3,25,48,13,27
2/14/05,22.5,,19.3,23,45,19,29
2/15/05,22.5,,19.3,19,43,15,28
2/16/05,22.6,,19.4,25,40,14,28
2/17/05,22.8,,19.5,14,49,7,24
2/18/05,22.7,,19.5,15,41,13,26
2/19/05,23.3,,20.1,28,33,20,26
2/20/05,24,,20.5,21,31,16,23
2/21/05,24.3,,20.8,17,39,8,24
2/22/05,24.3,,20.9,24,44,18,28
2/23/05,24.4,,21,22,47,11,25
2/24/05,24.3,,21,13,41,6,19
2/25/05,24.2,,21,9,35,3,17
2/26/05,24.3,,21,9,37,1,16
2/27/05,24.1,,21,5,41,1,17
2/28/05,24,,21,8,44,6,21
3/1/05,24.1,,21,12,42,8,21
3/2/05,24,,21,12,47,3,22
3/3/05,24,,21,12,43,9,24
3/4/05,24.1,,21.1,9,48,5,24
3/5/05,24,,21.2,19,40,15,27
3/6/05,24.1,,21.2,18,52,9,26
3/7/05,24.2,,21.2,24,47,19,30
3/8/05,24.3,,21.2,21,46,18,30
3/9/05,24.3,,21.2,19,52,18,32
3/10/05,24.5,,21.2,22,51,19,32
3/11/05,24.6,,21.2,28,56,15,32
3/12/05,24.7,,21.2,21,55,19,35
3/13/05,24.7,,21.2,35,42,19,30
3/14/05,24.8,,21.2,19,28,9,17
3/15/05,24.7,,21.2,9,31,0,14
3/16/05,24.6,,21.2,2,38,-1,18
3/17/05,24.2,,21.2,18,36,15,24
3/18/05,24.4,,21.4,20,38,11,23
3/19/05,24.3,,21.4,14,42,12,26
3/20/05,24.5,,21.7,25,40,17,25
3/21/05,25.1,,22.1,18,37,8,21
3/22/05,25.3,,22.1,14,48,3,25
3/23/05,25.4,,22.4,25,37,20,25
3/24/05,26.5,,23.1,20,38,13,23
3/25/05,27,,23.4,14,34,6,19
3/26/05,27.3,,23.7,8,40,2,18
3/27/05,27.2,,23.7,5,54,2,28
3/28/05,27.1,,23.9,23,46,23,33
3/29/05,27.3,,23.9,27,40,11,24
3/30/05,27.6,,24.2,17,35,4,18
3/31/05,28.1,,24.5,11,35,-1,17
4/1/05,28,,24.5,0,49,-2,24
4/2/05,27.9,,24.7,16,55,12,33
4/3/05,27.5,,24.8,35,51,30,38
4/4/05,27.2,,24.9,32,45,22,30
4/5/05,27.5,,25.1,23,39,19,27
4/6/05,27.6,,25.2,19,58,12,35
4/7/05,27.5,,25.3,24,54,21,38
4/8/05,27.6,,25.3,35,43,19,32
4/9/05,27.5,,25.3,22,38,6,23
4/10/05,27.5,,25.3,9,36,4,21
4/11/05,28,,25.5,16,44,12,26
4/12/05,28,,25.5,14,55,10,31
4/13/05,28.1,,25.6,22,53,16,37
4/14/05,28.1,,25.6,37,53,24,39
4/15/05,27.4,,25.6,25,54,22,37
4/16/05,27,,25.7,26,58,22,39
4/17/05,26.4,,25.7,30,52,26,38
4/18/05,25.6,,25.7,29,50,27,38
4/19/05,24.8,,25.7,31,48,24,37
4/20/05,24.1,,25.7,29,42,15,29
4/21/05,23.7,,25.7,15,47,10,29
4/22/05,23.6,,25.7,20,55,16,36
4/23/05,23.3,,25.7,30,58,27,41
4/24/05,22.7,,26,33,46,21,32
4/25/05,23.3,,26.8,23,51,22,33
4/26/05,23.3,,26.8,27,51,18,33
4/27/05,22.9,,26.8,22,46,19,31
4/28/05,23.7,,27.4,28,38,19,30
4/29/05,24.3,,27.9,19,49,18,30
4/30/05,24.4,,28,24,50,14,31
5/1/05,24.3,,28.1,28,51,27,33
5/2/05,24.6,,28.4,29,46,22,32
5/3/05,24.7,,28.4,26,55,24,34
5/4/05,24.7,,28.4,28,53,23,36
5/5/05,24.3,,28.4,28,55,26,40
5/6/05,24.3,,28.7,38,50,28,37
5/7/05,24.1,,28.7,28,43,24,31
5/8/05,24.3,,28.9,27,54,27,39
5/9/05,24.1,,28.9,30,53,29,42
5/10/05,23.3,,28.9,38,50,28,41
5/11/05,22.4,,28.9,28,42,18,29
5/12/05,22,,28.9,18,47,15,32
5/13/05,22.2,,28.9,28,54,26,38
5/14/05,21.8,,28.9,28,52,26,38
5/15/05,20.9,,29,30,59,28,42
5/16/05,19.4,,29,34,59,29,45
5/17/05,18.1,,29,42,50,31,42
5/18/05,16.9,,29,35,62,28,44
5/19/05,15.7,,29,33,68,29,48
5/20/05,14.3,,29,35,69,33,51
5/21/05,12.7,,29,43,67,36,51
5/22/05,11,,29,36,68,33,51
5/23/05,9.4,,29,38,66,35,50
5/24/05,7.7,,29,38,64,36,50
5/25/05,6,,29,40,62,34,48
5/26/05,4.3,,29,35,61,31,46
5/27/05,2.2,,29,33,61,30,46
5/28/05,0,,29,36,58,31,45
5/29/05,0,,29.1,35,58,33,44
5/30/05,0,,29.4,37,51,31,41
5/31/05,0,,29.4,32,56,28,42
6/1/05,0,,29.5,32,60,30,46
6/2/05,0,,29.6,44,58,37,48
6/3/05,0,,29.6,39,47,29,37
6/4/05,0,,29.6,30,51,29,37
6/5/05,0,,29.6,30,58,26,44
6/6/05,0,,29.6,44,56,38,47
6/7/05,0,,29.6,40,55,32,44
6/8/05,0,,29.6,37,58,32,46
6/9/05,0,,29.7,35,51,31,40
6/10/05,0,,29.7,31,50,28,36
6/11/05,0,,29.8,28,52,26,38
6/12/05,0,,30.4,35,47,33,38
6/13/05,0,,30.4,37,57,31,44
6/14/05,0,,30.4,32,64,29,47
6/15/05,0,,30.4,41,64,39,50
6/16/05,0,,30.4,40,64,35,51
6/17/05,0,,30.4,41,64,36,52
6/18/05,0,,30.4,48,67,39,54
6/19/05,0,,30.4,45,69,36,52
6/20/05,0,,30.4,39,72,36,53
6/21/05,0,,30.5,43,71,40,54
6/22/05,0,,30.6,47,68,40,53
6/23/05,0,,30.6,48,61,39,48
6/24/05,0,,30.9,39,65,36,50
6/25/05,0,,30.9,43,61,38,47
6/26/05,0,,31.2,39,60,36,48
6/27/05,0,,31.2,44,63,40,51
6/28/05,0,,31.2,42,62,38,48
6/29/05,0,,31.3,43,65,35,51
6/30/05,0,,31.3,39,68,35,52
7/1/05,0,,31.3,40,69,37,53
7/2/05,0,,31.3,41,70,37,54
7/3/05,0,,31.3,45,65,39,52
7/4/05,0,,31.3,39,67,38,53
7/5/05,0,,31.3,41,69,38,54
7/6/05,0,,31.3,40,70,38,53
7/7/05,0,,31.3,40,72,36,54
7/8/05,0,,31.3,41,71,36,55
7/9/05,0,,31.3,44,67,41,54
7/10/05,0,,31.3,42,70,38,54
7/11/05,0,,31.3,42,76,37,57
7/12/05,0,,31.3,44,74,42,57
7/13/05,0,,31.4,47,77,43,56
7/14/05,0,,31.5,45,77,41,54
7/15/05,0,,31.5,42,74,39,53
7/16/05,0,,31.5,51,72,41,56
7/17/05,0,,31.5,49,75,46,60
7/18/05,0,,31.5,51,,,
7/19/05,0,,31.5,46,,11,59
7/20/05,0,,31.5,47,,18,60
7/21/05,0,,31.5,52,,19,58
7/22/05,0,,31.5,51,,13,56
7/23/05,0,,31.6,49,,15,52
7/24/05,0,,31.7,47,65,13,53
7/25/05,0,,31.8,49,,12,53
7/26/05,0,,32.1,45,,11,51
7/27/05,0,,32.1,40,,11,52
7/28/05,0,,32.1,40,67,,48
7/29/05,0,,32.2,44,71,41,55
7/30/05,0,,32.2,46,71,42,57
7/31/05,0,,32.2,48,69,44,54
8/1/05,0,,32.3,44,67,42,54
8/2/05,0,,32.3,47,67,44,54
8/3/05,0,,32.3,45,67,41,52
8/4/05,0,,32.3,42,61,41,48
8/5/05,0,,33.1,45,57,44,49
8/6/05,0,,33.2,46,59,46,50
8/7/05,0,,33.2,46,66,42,49
8/8/05,0,,33.2,43,67,39,53
8/9/05,0,,33.4,47,64,44,51
8/10/05,0,,33.4,46,59,44,51
8/11/05,0,,33.4,48,60,45,50
8/12/05,0,,33.7,45,64,42,52
8/13/05,0,0,33.8,44,63,39,47
8/14/05,0,0,33.8,44,61,41,49
8/15/05,0,0,33.8,43,57,42,49
8/16/05,0,0,33.9,46,58,40,47
8/17/05,0,0,34,40,60,39,48
8/18/05,0,0,34,40,61,37,49
8/19/05,0,0,34,40,63,37,47
8/20/05,0,0,34,38,60,36,47
8/21/05,0,0,34,38,,,
8/22/05,0,0,34,,,,
8/23/05,0,0,34,,,,
8/24/05,0,0,34,,,,
8/25/05,0,0,34,,,,
8/26/05,0,0,34,,,,
8/27/05,0,0,34.1,,,,
8/28/05,0,0,34.1,,,,
8/29/05,0,0,34.1,,,,
8/30/05,0,0,34.1,,,,
8/31/05,0,0,34.1,,64,37,50
9/1/05,0,0,34.1,38,62,35,47
9/2/05,0,0,34.1,43,62,40,49
9/3/05,0,0,34.1,43,57,38,47
9/4/05,0,0,34.1,44,59,40,47
9/5/05,0,0,34.2,43,59,41,48
9/6/05,0,0,34.2,42,60,39,49
9/7/05,0,0,34.2,50,62,42,52
9/8/05,0,0,34.3,49,62,44,50
9/9/05,0,0,34.3,47,53,41,47
9/10/05,0,0,34.6,46,55,41,47
9/11/05,0,0,34.6,46,56,41,48
9/12/05,0,0,34.6,42,52,34,43
9/13/05,0,0,34.6,36,53,35,42
9/14/05,0,0,34.6,35,48,29,37
9/15/05,0,0,34.6,30,57,27,42
9/16/05,0,0,34.7,34,57,33,46
9/17/05,0,0,34.7,39,58,36,47
9/18/05,0,1,34.7,44,61,37,48
9/19/05,0,0,34.7,38,65,34,49
9/20/05,0,0,34.8,39,63,36,49
9/21/05,0,0,34.9,42,59,42,47
9/22/05,0,0,34.9,43,46,39,41
9/23/05,0,0,34.9,40,56,37,47
9/24/05,0,0,34.9,47,58,38,49
9/25/05,0,0,34.9,39,59,35,46
9/26/05,0,0,34.9,35,64,32,49
9/27/05,0,0,35.2,49,55,42,46
9/28/05,0,0,35.3,44,55,35,44
9/29/05,0,0,35.6,35,,33,36
9/30/05,0,0,36.7,34,56,33,42
10/1/05,0,0,0,35,60,33,45
10/2/05,0,0,0.1,38,56,35,46
10/3/05,0,0,0.1,44,57,40,48
10/4/05,0,0,0.3,47,47,31,42
10/5/05,0,1,0.3,32,52,30,40
10/6/05,0,0,0.3,42,,31,41
10/7/05,0,0,0.3,31,,28,42
10/8/05,0,0,0.5,36,,16,42
10/9/05,0,0,0.8,35,,7,35
10/10/05,0,0,1.5,31,,8,32
10/11/05,0,0,1.6,29,,26,33
10/12/05,0,1,1.6,26,,22,34
10/13/05,0,1,1.7,31,60,26,37
10/14/05,0,0,1.7,30,59,29,42
10/15/05,0,0,1.7,33,49,30,39
10/16/05,0,0,1.7,36,52,31,40
10/17/05,0,0,1.7,32,,26,40
10/18/05,0,0,1.7,33,52,30,38
10/19/05,0,0,2,34,,14,35
10/20/05,0,1,2.5,29,54,18,36
10/21/05,0,1,2.5,30,56,27,38
10/22/05,0,1,2.6,31,,28,39
10/23/05,0,1,2.6,31,,28,38
10/24/05,0,1,2.6,30,,28,40
10/25/05,0,1,2.6,31,,22,39
10/26/05,0,0,2.6,34,49,29,36
10/27/05,0,1,2.6,29,56,28,37
10/28/05,0,0,2.6,37,44,33,37
10/29/05,0,0,2.7,33,43,22,32
10/30/05,0,1,2.9,22,46,20,28
10/31/05,0,1,3,23,,18,29
11/1/05,0,1,3.1,26,56,24,37
11/2/05,0,1,3.1,31,50,30,39
11/3/05,0,0,3.1,36,38,30,34
11/4/05,0,0,3.1,30,44,25,34
11/5/05,0,1,3.1,32,39,27,31
11/6/05,0,1,3.1,28,57,25,35
11/7/05,0,0,3.1,33,,32,38
11/8/05,0,0,3.1,36,46,32,38
11/9/05,0,1,3.1,33,50,32,40
11/10/05,0,1,3.1,32,52,30,39
11/11/05,0.2,1,3.2,40,42,27,33
11/12/05,0.6,4,3.6,27,39,21,29
11/13/05,0.4,2,3.6,22,41,18,30
11/14/05,0.4,2,3.9,31,37,18,30
11/15/05,0.6,5,3.9,18,28,8,15
11/16/05,1.4,5,4,17,45,16,27
11/17/05,2.1,4,4.1,21,37,11,25
11/18/05,2.1,5,4.1,12,44,10,25
11/19/05,2.1,4,4.1,29,36,15,26
11/20/05,2.1,5,4.1,16,50,14,30
11/21/05,2.1,5,4.1,23,52,21,32
11/22/05,2,4,4.1,23,51,19,30
11/23/05,1.6,4,4.1,23,50,19,30
11/24/05,1.6,4,4.1,24,47,18,30
11/25/05,1.9,4,4.1,19,46,15,28
11/26/05,2.6,4,4.2,30,31,7,23
11/27/05,2.7,5,4.2,12,31,2,10
11/28/05,2.8,6,4.3,6,31,1,8
11/29/05,2.8,6,4.4,14,,13,23
11/30/05,2.8,7,4.7,25,29,7,19
12/1/05,2.9,9,4.7,16,33,16,26
12/2/05,2.8,8,4.9,26,31,24,28
12/3/05,3.8,15,5.5,29,29,-2,16
12/4/05,4.5,18,5.8,0,13,-10,3
12/5/05,3.9,17,5.9,-7,23,-10,4
12/6/05,4,16,6,0,22,-2,11
12/7/05,3.9,16,6.1,10,13,-17,1
12/8/05,3.9,17,6.1,-12,,-13,12
12/9/05,3.9,15,6.4,11,36,9,22
12/10/05,3.8,15,6.4,20,,14,24
12/11/05,3.8,15,6.4,15,46,14,26
12/12/05,3.7,15,6.4,15,37,13,25
12/13/05,3.9,15,6.4,22,27,14,21
12/14/05,4.1,17,6.4,18,24,1,11
12/15/05,4.2,18,6.4,2,31,0,13
12/16/05,4.2,17,6.4,1,25,-1,9
12/17/05,4.2,17,6.4,0,18,-1,12
12/18/05,4.4,18,6.6,13,27,8,18
12/19/05,4.4,20,6.8,20,34,19,26
12/20/05,4.5,21,6.8,26,38,19,28
12/21/05,4.5,20,6.8,24,46,22,30
12/22/05,4.5,19,6.8,23,44,21,32
12/23/05,4.6,18,6.9,31,40,24,31
12/24/05,4.5,18,6.9,26,42,20,30
12/25/05,4.5,18,6.9,23,49,20,30
12/26/05,4.4,18,7,24,40,13,29
12/27/05,4.6,20,7.1,16,33,13,22
12/28/05,4.7,19,7.1,21,49,21,34
12/29/05,4.9,19,7.2,31,33,7,24
12/30/05,4.8,21,7.3,8,36,4,23
12/31/05,5,20,7.5,26,42,25,31
1/1/06,5.4,24,7.7,27,30,7,20
1/2/06,5.8,27,8,11,36,11,27
1/3/06,6,26,8.2,29,,-3,23
1/4/06,5.9,26,8.2,8,35,7,22
1/5/06,5.9,25,8.4,19,40,18,28
1/6/06,5.9,25,8.4,23,50,20,30
1/7/06,5.8,24,8.4,22,41,20,30
1/8/06,5.8,24,8.4,22,31,-4,22
1/9/06,5.8,24,8.4,9,31,1,11
1/10/06,5.7,24,8.4,6,,6,22
1/11/06,5.8,23,8.4,16,41,15,26
1/12/06,5.9,23,8.4,24,,-9,18
1/13/06,5.8,23,8.4,11,47,11,26
1/14/06,5.8,23,8.5,21,41,21,29
1/15/06,5.8,23,8.5,27,28,1,19
1/16/06,6.2,28,8.6,1,22,-4,7
1/17/06,6.7,27,8.6,-1,,-11,20
1/18/06,6.3,26,8.9,24,32,-8,24
1/19/06,6.3,25,8.9,22,26,9,18
1/20/06,6.9,34,9.2,11,25,-7,7
1/21/06,7,33,9.2,-7,26,-8,7
1/22/06,6.8,31,9.4,0,,-4,9
1/23/06,6.8,30,9.4,-1,36,-8,14
1/24/06,6.9,29,9.5,16,43,11,24
1/25/06,6.8,29,9.5,14,36,14,24
1/26/06,7.4,32,9.8,25,29,6,19
1/27/06,7.6,35,10,7,27,4,15
1/28/06,7.8,36,10.2,14,32,-4,17
1/29/06,7.9,34,10.3,19,29,10,19
1/30/06,8.1,37,10.4,17,44,10,26
1/31/06,8.2,35,10.5,28,,9,26
2/1/06,8.1,35,10.5,19,37,11,26
2/2/06,8.3,34,10.6,29,31,17,24
2/3/06,9.1,44,11.3,17,32,3,16
2/4/06,9.1,42,11.5,11,46,10,26
2/5/06,9.2,39,11.5,25,28,9,18
2/6/06,9.1,38,11.5,11,38,-3,17
2/7/06,9,37,11.5,13,44,12,25
2/8/06,9,37,11.6,14,,-15,26
2/9/06,8.9,36,11.6,17,46,13,26
2/10/06,8.9,36,11.6,15,,4,17
2/11/06,8.9,36,11.6,5,30,-5,15
2/12/06,8.9,36,11.6,20,46,9,25
2/13/06,8.8,35,11.6,15,,9,19
2/14/06,8.7,35,11.6,10,36,1,25
2/15/06,8.9,32,11.6,24,35,17,26
2/16/06,9.2,35,11.7,18,24,4,12
2/17/06,9.1,35,11.7,18,24,16,20
2/18/06,9.4,36,11.7,19,28,15,22
2/19/06,9.5,38,11.8,17,26,5,16
2/20/06,9.5,37,11.8,15,26,9,17
2/21/06,9.6,37,11.8,18,30,2,17
2/22/06,9.5,37,11.8,3,35,-7,17
2/23/06,9.5,37,11.9,9,39,5,20
2/24/06,9.5,37,11.9,9,43,5,22
2/25/06,9.5,36,11.9,12,41,7,23
2/26/06,9.5,36,11.9,15,44,11,29
2/27/06,9.5,35,12,32,,23,36
2/28/06,9.5,34,12,33,40,27,34
3/1/06,10.2,37,12.3,29,41,22,30
3/2/06,10.1,36,12.4,26,41,18,30
3/3/06,10.2,37,12.5,33,42,27,35
3/4/06,10.2,36,12.5,32,33,17,27
3/5/06,10.1,37,12.5,19,,14,31
3/6/06,10.2,36,12.6,30,47,28,36
3/7/06,10.2,35,12.6,34,38,25,32
3/8/06,10.1,35,12.6,25,25,5,20
3/9/06,10.9,45,13.1,5,23,2,15
3/10/06,11.4,48,13.4,18,18,8,13
3/11/06,12.6,53,14.1,9,18,8,14
3/12/06,13.5,57,14.6,15,15,5,11
3/13/06,14.1,60,15.2,6,24,-4,8
3/14/06,14.1,58,15.5,-3,,-7,18
3/15/06,14.3,55,15.6,22,30,6,21
3/16/06,14.2,54,15.6,7,40,6,26
3/17/06,14.3,52,15.6,27,35,23,28
3/18/06,14.8,55,15.8,27,32,19,25
3/19/06,15.3,61,16.2,19,,7,17
3/20/06,15.3,59,16.4,8,33,4,17
3/21/06,15.3,57,16.5,16,,15,20
3/22/06,15.5,57,16.5,18,40,11,24
3/23/06,15.5,55,16.6,13,44,4,24
3/24/06,15.6,54,16.7,14,47,10,28
3/25/06,15.4,52,16.7,21,,-11,32
3/26/06,15.6,50,16.7,31,,12,28
3/27/06,15.6,50,16.7,12,46,10,28
3/28/06,15.6,49,16.7,29,35,27,31
3/29/06,16.2,54,17,31,31,22,27
3/30/06,17.2,62,17.8,22,39,13,24
3/31/06,17.3,59,18.1,14,44,11,29
4/1/06,17.6,57,18.2,30,35,24,29
4/2/06,18.3,62,18.7,25,,12,29
4/3/06,18.2,59,18.8,23,48,23,36
4/4/06,18.3,55,18.9,36,47,32,38
4/5/06,18.5,54,18.9,36,39,21,31
4/6/06,19,60,19.2,21,29,18,23
4/7/06,19.6,65,19.7,21,52,19,33
4/8/06,19.9,57,20,29,48,22,36
4/9/06,17.6,54,20,30,49,1,39
4/10/06,17.6,52,20,35,44,29,37
4/11/06,18.3,50,20,32,42,25,33
4/12/06,18.5,50,20.2,31,51,8,40
4/13/06,17.8,48,20.2,39,54,29,42
4/14/06,17,46,20.2,35,53,32,41
4/15/06,17.8,45,20.3,34,43,23,30
4/16/06,18.2,48,20.8,23,50,21,36
4/17/06,18.5,45,20.8,31,46,25,37
4/18/06,18.4,43,20.8,25,37,11,24
4/19/06,17.8,42,20.8,15,,11,29
4/20/06,17.7,40,20.8,22,49,18,33
4/21/06,17.2,39,20.8,24,55,19,39
4/22/06,17.1,36,20.8,44,56,31,44
4/23/06,16.3,35,20.8,35,,29,41
4/24/06,15.3,33,20.8,29,38,19,29
4/25/06,14.7,34,20.8,20,49,17,33
4/26/06,14.4,32,20.8,28,53,27,39
4/27/06,13.7,30,20.8,30,59,27,41
4/28/06,13.5,28,20.8,35,50,24,36
4/29/06,12.4,27,20.8,25,46,19,34
4/30/06,12,25,20.8,34,,30,41
5/1/06,10.8,24,20.8,34,54,27,41
5/2/06,9.7,22,20.8,36,53,30,39
5/3/06,8.6,20,20.8,31,52,29,42
5/4/06,7.6,16,20.8,37,51,35,42
5/5/06,6.4,15,20.8,36,46,26,37
5/6/06,5.7,15,20.8,26,51,24,37
5/7/06,4.7,12,20.8,31,50,27,39
5/8/06,3.4,8,20.8,35,56,33,41
5/9/06,3,7,20.8,34,42,28,34
5/10/06,2.9,9,20.9,30,,25,36
5/11/06,1.5,5,20.9,25,53,22,39
5/12/06,0.6,2,20.9,31,58,25,44
5/13/06,0,0,20.9,35,,33,47
5/14/06,0,0,21,38,59,25,47
5/15/06,0,0,21,41,59,34,45
5/16/06,0,0,21,35,60,32,46
5/17/06,0,0,21,36,61,25,47
5/18/06,0,0,21,37,61,34,47
5/19/06,0,0,21,39,63,27,47
5/20/06,0,0,21,38,62,35,47
5/21/06,0,0,21,40,63,23,51
5/22/06,0,0,21.1,47,58,33,43
5/23/06,0,0,21.5,33,58,30,42
5/24/06,0,0,21.6,33,65,30,48
5/25/06,0,0,21.6,38,65,35,50
5/26/06,0,0,21.6,39,61,35,49
5/27/06,0,0,21.6,43,57,38,47
5/28/06,0,0,21.6,42,49,29,39
5/29/06,0,1,21.6,29,49,26,39
5/30/06,0,0,21.6,37,57,29,43
5/31/06,0,0,21.7,32,62,29,46
6/1/06,0,0,21.7,34,65,31,50
6/2/06,0,0,21.7,43,64,37,50
6/3/06,0,0,21.7,39,67,36,53
6/4/06,0,0,21.7,40,68,37,53
6/5/06,0,,21.7,43,71,39,56
6/6/06,0,0,21.7,43,72,41,55
6/7/06,0,0,21.7,45,65,40,51
6/8/06,0,0,21.7,48,54,35,45
6/9/06,0,0,22.1,36,58,36,48
6/10/06,0,0,22.3,47,,38,50
6/11/06,0,0,22.3,39,65,36,51
6/12/06,0,0,22.3,40,,37,54
6/13/06,0,0,22.3,45,,41,56
6/14/06,0,0,22.3,55,67,47,57
6/15/06,0,,22.3,47,56,17,46
6/16/06,0,0,22.3,33,,30,43
6/17/06,0,0,22.3,37,66,32,49
6/18/06,0,0,22.3,39,74,36,54
6/19/06,0,0,22.3,42,70,38,56
6/20/06,0,,22.3,47,66,42,55
6/21/06,0,0,22.3,42,67,39,53
6/22/06,0,0,22.3,41,66,38,53
6/23/06,0,0,22.3,41,72,36,55
6/24/06,0,0,22.3,42,70,38,54
6/25/06,0,0,22.3,42,67,39,53
6/26/06,0,0,22.3,45,59,36,47
6/27/06,0,0,22.3,37,,35,46
6/28/06,0,0,22.3,38,62,37,46
6/29/06,0,0,22.3,38,69,36,53
6/30/06,0,0,22.5,47,71,40,54
7/1/06,0,0,22.5,44,66,41,52
7/2/06,0,,22.5,48,63,44,53
7/3/06,0,0,22.5,45,65,41,51
7/4/06,0,0,22.5,47,67,25,52
7/5/06,0,0,22.5,43,63,42,50
7/6/06,0,0,23.1,47,60,44,49
7/7/06,0,0,23.6,44,60,41,49
7/8/06,0,0,23.7,47,58,45,49
7/9/06,0,0,24.3,45,57,41,47
7/10/06,0,0,24.4,42,56,38,45
7/11/06,0,0,24.7,39,63,36,49
7/12/06,0,0,24.9,42,66,40,53
7/13/06,0,0,25,44,74,41,55
7/14/06,0,0,25,43,72,41,55
7/15/06,0,0,25,46,72,44,53
7/16/06,0,0,25,45,72,43,55
7/17/06,0,0,25,49,72,45,57
7/18/06,0,0,25,48,68,46,55
7/19/06,0,0,25.1,52,,44,53
7/20/06,0,0,25.2,50,110,30,55
7/21/06,0,0,25.3,50,,26,56
7/22/06,0,0,25.3,48,,38,58
7/23/06,0,0,25.3,51,70,43,55
7/24/06,0,0,25.3,45,,44,57
7/25/06,0,0,25.3,50,68,46,54
7/26/06,0,0,25.4,50,70,46,56
7/27/06,0,0,25.4,48,,43,53
7/28/06,0,0,25.4,47,68,45,54
7/29/06,0,0,25.4,50,69,45,52
7/30/06,0,0,25.8,47,71,43,54
7/31/06,0,0,25.8,50,66,47,52
8/1/06,0,0,26.1,48,62,43,52
8/2/06,0,0,26.2,43,60,40,49
8/3/06,0,0,26.3,44,64,42,51
8/4/06,0,0,26.3,50,63,46,50
8/5/06,0,0,26.6,47,62,45,52
8/6/06,0,0,26.6,45,,43,50
8/7/06,0,0,26.8,43,63,24,51
8/8/06,0,0,26.8,50,,44,54
8/9/06,0,0,26.8,47,66,43,53
8/10/06,0,0,26.9,43,66,30,52
8/11/06,0,0,26.9,44,67,34,52
8/12/06,0,0,26.9,47,,42,49
8/13/06,0,0,27,42,62,41,49
8/14/06,0,0,27.1,44,64,42,51
8/15/06,0,0,27.1,46,64,36,49
8/16/06,0,0,27.9,45,64,40,50
8/17/06,0,0,27.9,43,,16,49
8/18/06,0,0,27.9,42,66,41,53
8/19/06,0,0,27.9,49,62,44,50
8/20/06,0,0,28,45,68,41,49
8/21/06,0,0,28,42,65,39,51
8/22/06,0,0,28,44,,42,49
8/23/06,0,0,28,43,67,38,51
8/24/06,0,0,28.8,42,62,41,49
8/25/06,0,0,28.9,46,58,42,49
8/26/06,0,0,29.1,43,54,36,44
8/27/06,0,0,29.8,36,59,34,45
8/28/06,0,0,29.8,34,,33,46
8/29/06,0,0,29.8,38,63,36,49
8/30/06,0,0,29.8,41,64,25,50
8/31/06,0,0,29.8,42,64,39,48
9/1/06,0,0,29.8,40,63,33,48
9/2/06,0,0,29.8,39,59,38,47
9/3/06,0,0,29.8,39,63,34,48
9/4/06,0,0,29.8,40,65,36,48
9/5/06,0,0,29.8,41,63,36,48
9/6/06,0,0,29.8,39,61,37,44
9/7/06,0,0,29.9,40,54,35,42
9/8/06,0,0,30.2,40,58,37,41
9/9/06,0,0,30.5,39,52,35,40
9/10/06,0,0,30.7,35,66,33,40
9/11/06,0,0,30.8,33,,33,44
9/12/06,0,0,30.8,36,63,28,46
9/13/06,0,0,30.8,39,63,34,48
9/14/06,0,0,30.8,46,54,37,44
9/15/06,0,0,31.2,39,46,36,40
9/16/06,0,0,31.9,39,,23,37
9/17/06,0,1,31.9,23,48,20,32
9/18/06,0,1,31.9,23,54,21,37
9/19/06,0,1,31.9,30,,27,42
9/20/06,0,0,31.9,40,48,29,37
9/21/06,0,,32.5,30,47,29,34
9/22/06,0,0,32.8,32,39,18,29
9/23/06,0.3,4,33.5,18,43,15,28
9/24/06,0.7,2,33.5,22,51,18,34
9/25/06,0,1,33.5,28,53,24,37
9/26/06,0,1,33.5,29,,22,42
9/27/06,0,0,33.5,36,56,25,42
9/28/06,0,0,33.5,31,59,29,42
9/29/06,0,0,33.5,33,60,,44
9/30/06,0,0,33.5,33,61,31,44
10/1/06,0,0,0,33,57,31,44
10/2/06,0,0,0,40,56,36,46
10/3/06,0,0,0.1,45,57,33,40
10/4/06,0,0,0.3,33,71,33,44
10/5/06,0,0,0.6,41,45,38,42
10/6/06,0,0,1.5,42,48,36,43
10/7/06,0,0,3.2,43,50,34,42
10/8/06,0,0,3.4,34,47,33,38
10/9/06,0,0,3.7,33,51,32,35
10/10/06,0,0,4.1,32,43,29,33
10/11/06,0,0,4.2,31,44,27,35
10/12/06,0,1,4.2,28,51,26,36
10/13/06,0,1,4.2,28,52,26,37
10/14/06,0,1,4.3,31,47,31,36
10/15/06,0,0,4.8,34,48,29,36
10/16/06,0,1,5,29,47,26,36
10/17/06,0,0,5,34,34,23,29
10/18/06,0.7,7,5.8,23,38,11,23
